山のポーズ	山のポーズですね。難易度は初級です。ジャンルは立位です。太ももを使います。大腿四頭筋にトレーニング効果があります。姿勢改善 / 呼吸機能UP / 骨盤矯正とリラックス / 集中力に効果があります。
両手を強く上に上げるポーズ (別名: 手を上にあげたポーズ、太陽を仰ぐポーズ)	両手を強く上に上げるポーズ (別名: 手を上にあげたポーズ、太陽を仰ぐポーズ)ですね。難易度は初級です。ジャンルは立位です。太ももを使います。大腿四頭筋にトレーニング効果があります。骨盤矯正 / 姿勢改善とリフレッシュに効果があります。
椅子のポーズ (別名: 手を上にあげたポーズ、太陽を仰ぐポーズ)	椅子のポーズ (別名: 手を上にあげたポーズ、太陽を仰ぐポーズ)ですね。難易度は初級です。ジャンルは立位です。お腹 / 太もも / 体幹を使います。腹筋 / 大腿四頭筋 / ハムストリングス / 体幹にトレーニング効果があります。肩こりと姿勢改善とアクティブに効果があります。
半分の前屈のポーズ	半分の前屈のポーズですね。難易度は初級です。ジャンルは立位です。胸 / お腹 / お尻 / 体幹を使います。胸筋 / 腹筋 / 臀筋 / 体幹にトレーニング効果があります。腰痛と呼吸機能UPとアクティブに効果があります。注意事項として、坐骨神経痛、背中のトラブルの時にこのポーズは行わないでください。
戦士のポーズ2 (別名: 英雄のポーズ2、ウォーリア2)	戦士のポーズ2 (別名: 英雄のポーズ2、ウォーリア2)ですね。難易度は初級です。ジャンルは立位です。股関節 / お尻 / 太ももを使います。腸腰筋 / 臀筋 / 大腿四頭筋 / ハムストリングスにトレーニング効果があります。便秘と下半身強化と集中力に効果があります。注意事項として、鼠蹊部のトラブル、ひざのトラブルの時にこのポーズは行わないでください。
伸びた三角のポーズ (別名: 三角のポーズ)	伸びた三角のポーズ (別名: 三角のポーズ)ですね。難易度は初級です。ジャンルは立位です。お腹 / 太ももを使います。腹筋 / ハムストリングスにトレーニング効果があります。便秘 / 肩こりと下半身強化 / 内臓の働きとリラックス / 集中力に効果があります。注意事項として、首のけが、妊娠中の時にこのポーズは行わないでください。
ハイランジ	ハイランジですね。難易度は初級です。ジャンルは立位です。股関節 / お尻 / 太ももを使います。腸腰筋 / 臀筋 / 大腿四頭筋 / ハムストリングス / 下腿三頭筋にトレーニング効果があります。脚のむくみと下半身強化と集中力に効果があります。注意事項として、高血圧、腰のトラブル、ひざのトラブル、股関節のトラブルの時にこのポーズは行わないでください。
プレイヤーズツイスト (別名: 合唱ねじり、ねじった体側を伸ばすポーズ、ねじった脇ストレッチ、ツイストランジ)	プレイヤーズツイスト (別名: 合唱ねじり、ねじった体側を伸ばすポーズ、ねじった脇ストレッチ、ツイストランジ)ですね。難易度は中級です。ジャンルは立位 / ねじりです。お尻 / 太もも / 股関節を使います。腸腰筋 / 臀筋 / 大腿四頭筋 / ハムストリングスにトレーニング効果があります。便秘 / 腰痛と下半身強化 / 内臓の働き / 呼吸機能UPとリフレッシュに効果があります。注意事項として、椎間板のトラブル、骨粗しょう症、生理中、妊娠中の時にこのポーズは行わないでください。
戦士のポーズ1 (別名: 英雄のポーズ1、ウォーリア1)	戦士のポーズ1 (別名: 英雄のポーズ1、ウォーリア1)ですね。難易度は初級です。ジャンルは立位です。股関節 / お尻 / 太ももを使います。腸腰筋 / 臀筋 / 大腿四頭筋 / ハムストリングスにトレーニング効果があります。肩こりと呼吸機能UP / 下半身強化と集中力に効果があります。注意事項として、高血圧、腰のトラブル、ひざのトラブル、股関節のトラブルの時にこのポーズは行わないでください。
体側を伸ばすポーズ (別名: 体の脇を伸ばすポーズ)	体側を伸ばすポーズ (別名: 体の脇を伸ばすポーズ)ですね。難易度は中級です。ジャンルは立位です。背中 / お尻 / 太ももを使います。背筋 / 臀筋 / 大腿四頭筋 / ハムストリングスにトレーニング効果があります。便秘 / 腰痛と骨盤矯正 / 下半身強化とリフレッシュに効果があります。注意事項として、鼠径部のトラブル、ひざのトラブルの時にこのポーズは行わないでください。
手を後ろで組んだ体側を伸ばすポーズ (別名: 背中で手をつかんで体側を伸ばすポーズ)	手を後ろで組んだ体側を伸ばすポーズ (別名: 背中で手をつかんで体側を伸ばすポーズ)ですね。難易度は中級です。ジャンルは立位です。お腹 / 太もも / 股関節を使います。腹筋 / 大腿四頭筋 / ハムストリングスにトレーニング効果があります。肩こりと骨盤矯正 / 下半身強化とリフレッシュに効果があります。注意事項として、首のトラブル、鼠径部のトラブル、ひざのトラブルの時にこのポーズは行わないでください。
ねじった三角のポーズ (別名: 三角のねじりのポーズ)	ねじった三角のポーズ (別名: 三角のねじりのポーズ)ですね。難易度は中級です。ジャンルは立位 / ねじりです。お腹 / 体幹 / 太ももを使います。腹筋 / 体幹 / ハムストリングスにトレーニング効果があります。便秘と内臓の働き / 下半身強化とストレス解消 / 集中力に効果があります。注意事項として、椎間板のトラブル、生理中、妊娠中の時にこのポーズは行わないでください。
ねじった半月のポーズ (別名: 半月ねじりのポーズ)	ねじった半月のポーズ (別名: 半月ねじりのポーズ)ですね。難易度は上級です。ジャンルは立位 / ねじりです。お尻 / 太ももを使います。臀筋 / 大腿四頭筋 / ハムストリングスにトレーニング効果があります。便秘と内臓の働き / バランス感覚と集中力 / リフレッシュに効果があります。注意事項として、首のトラブル、手首のトラブル、腰のトラブル、ひざのトラブルの時にこのポーズは行わないでください。
木のポーズ (別名: 立ち木のポーズ、片足のポーズ)	木のポーズ (別名: 立ち木のポーズ、片足のポーズ)ですね。難易度は初級です。ジャンルは立位です。お尻 / 太ももを使います。臀筋 / 大腿四頭筋 / ハムストリングスにトレーニング効果があります。脚のむくみと姿勢改善 / バランス感覚と集中力 / リラックスに効果があります。注意事項として、ひざのトラブル、股関節のトラブルの時にこのポーズは行わないでください。
鷲(ワシ)のポーズ (別名: イーグルポーズ)	鷲(ワシ)のポーズ (別名: イーグルポーズ)ですね。難易度は中級です。ジャンルは立位です。肩 / 太ももを使います。僧帽筋 / 大腿四頭筋 / ハムストリングス / 下腿三頭筋にトレーニング効果があります。肩こり / 冷えと姿勢改善 / バランス感覚と集中力に効果があります。注意事項として、ひざのトラブル、股関節のトラブルの時にこのポーズは行わないでください。
一本足のポーズ (別名: 手で足をつかむポーズ)	一本足のポーズ (別名: 手で足をつかむポーズ)ですね。難易度は上級です。ジャンルは立位です。お尻 / 太ももを使います。臀筋 / 大腿四頭筋 / ハムストリングスにトレーニング効果があります。婦人科系の不調とバランス感覚とリフレッシュ / 集中力に効果があります。注意事項として、骨粗しょう症、足首のトラブル、腰のトラブルの時にこのポーズは行わないでください。
ダンサーのポーズ (別名: 踊るシヴァ神のポーズ、舞踏の王のポーズ)	ダンサーのポーズ (別名: 踊るシヴァ神のポーズ、舞踏の王のポーズ)ですね。難易度は上級です。ジャンルは立位です。お尻 / 太ももを使います。臀筋 / 大腿四頭筋 / ハムストリングスにトレーニング効果があります。冷えとバランス感覚とアクティブ / 集中力に効果があります。注意事項として、低血圧、ひざのトラブルの時にこのポーズは行わないでください。
月のポーズ	月のポーズですね。難易度は初級です。ジャンルは立位です。お腹 / 背中を使います。背筋 / 腹筋にトレーニング効果があります。内臓の働き / 自律神経改善とリフレッシュに効果があります。
半月のポーズ	半月のポーズですね。難易度は中級です。ジャンルは立位です。お尻 / 太ももを使います。臀筋 / 大腿四頭筋 / ハムストリングスにトレーニング効果があります。疲労回復 / 姿勢改善 / バランス感覚と集中力 / リフレッシュに効果があります。注意事項として、太もものトラブル、首のトラブルの時にこのポーズは行わないでください。
戦士のポーズ3 (別名: 英雄のポーズ3)	戦士のポーズ3 (別名: 英雄のポーズ3)ですね。難易度は上級です。ジャンルは立位です。体幹 / お尻 / 太ももを使います。体幹 / 臀筋 / ハムストリングス / 下腿三頭筋にトレーニング効果があります。脚のむくみと内臓の働き / 姿勢改善 / バランス感覚と集中力に効果があります。注意事項として、腰のトラブル、ひざのトラブル、股関節のトラブルの時にこのポーズは行わないでください。
立位の開脚前屈のポーズ (別名: 開脚の前屈のポーズ、開脚した前屈のポーズ、立って両脚を伸ばすポーズ、ピラミッドのポーズ)	立位の開脚前屈のポーズ (別名: 開脚の前屈のポーズ、開脚した前屈のポーズ、立って両脚を伸ばすポーズ、ピラミッドのポーズ)ですね。難易度は初級です。ジャンルは立位です。太ももを使います。ハムストリングス / 下腿三頭筋にトレーニング効果があります。脚のむくみ / 冷えと血行促進 / 内臓の働きとリラックスに効果があります。注意事項として、椎間板のトラブル、目のトラブルの時にこのポーズは行わないでください。
前屈のポーズ	前屈のポーズですね。難易度は初級です。ジャンルは立位です。背中 / 太ももを使います。背筋 / 大体四頭筋 / ハムストリングスにトレーニング効果があります。頭痛 / 脚のむくみと内臓の働きと集中力 / リラックスに効果があります。注意事項として、腰痛、首のトラブル、坐骨神経痛、椎間板のトラブルの時にこのポーズは行わないでください。
両体側を強く伸ばすポーズ (別名: わき腹を強く伸ばすポーズ)	両体側を強く伸ばすポーズ (別名: わき腹を強く伸ばすポーズ)ですね。難易度は中級です。ジャンルは立位です。お腹 / 太ももを使います。腹筋 / ハムストリングスにトレーニング効果があります。肩こりと内臓の働きとリラックスに効果があります。注意事項として、肩のトラブル、手首のトラブル、腰のトラブル、太もものトラブル、妊娠中の時にこのポーズは行わないでください。
天地開脚のポーズ (別名: スタンディング・スプリット、片脚を上げた前屈のポーズ、立位の前後の開脚)	天地開脚のポーズ (別名: スタンディング・スプリット、片脚を上げた前屈のポーズ、立位の前後の開脚)ですね。難易度は上級です。ジャンルは立位です。お尻 / 太ももを使います。臀筋 / 大腿四頭筋 / ハムストリングスにトレーニング効果があります。脚のむくみと内臓の働き / 下半身強化と集中力に効果があります。注意事項として、ひざのトラブル、足首のトラブルの時にこのポーズは行わないでください。
半蓮華座の前屈のポーズ (別名: 半蓮華座を組んだ立位前屈ポーズ)	半蓮華座の前屈のポーズ (別名: 半蓮華座を組んだ立位前屈ポーズ)ですね。難易度は上級です。ジャンルは立位です。お尻 / 太ももを使います。臀筋 / 大腿四頭筋 / ハムストリングスにトレーニング効果があります。内臓の働き / バランス感覚とリラックスに効果があります。注意事項として、ひざのトラブルの時にこのポーズは行わないでください。
平和な戦士のポーズ (別名: 逆転の戦士のポーズ、天を仰ぐ英雄(戦士)のポーズ)	平和な戦士のポーズ (別名: 逆転の戦士のポーズ、天を仰ぐ英雄(戦士)のポーズ)ですね。難易度は初級です。ジャンルは立位です。胸 / お腹 / お尻 / 股関節を使います。胸筋 / 腹筋 / 臀筋 / 腸腰筋にトレーニング効果があります。下半身強化 / 呼吸機能UPとアクティブに効果があります。注意事項として、鼠蹊部のトラブル、ひざのトラブルの時にこのポーズは行わないでください。
ねじって手で足をつかむポーズ (別名: 1本足のねじり)	ねじって手で足をつかむポーズ (別名: 1本足のねじり)ですね。難易度は中級です。ジャンルは立位 / ねじりです。お尻 / 太ももを使います。臀筋 / 大腿四頭筋 / ハムストリングスにトレーニング効果があります。姿勢改善 / 下半身強化 / バランス感覚と集中力に効果があります。注意事項として、太もものトラブルの時にこのポーズは行わないでください。
極楽鳥のポーズ	極楽鳥のポーズですね。難易度は上級です。ジャンルは立位です。お尻 / 太もも / 股関節を使います。臀筋 / 大腿四頭筋 / ハムストリングス / 腸腰筋にトレーニング効果があります。バランス感覚 / 姿勢改善と集中力に効果があります。注意事項として、太もものトラブル、股関節のトラブルの時にこのポーズは行わないでください。
杖のポーズ (別名: 長座)	杖のポーズ (別名: 長座)ですね。難易度は初級です。ジャンルは座位です。太ももを使います。ハムストリングスにトレーニング効果があります。姿勢改善と集中力 / リラックスに効果があります。注意事項として、太もものトラブル、腰のトラブル、股関節のトラブルの時にこのポーズは行わないでください。
合せきのポーズ	合せきのポーズですね。難易度は初級です。ジャンルは座位です。太もも / 股関節を使います。ハムストリングス / 腸腰筋にトレーニング効果があります。便秘 / 腰痛と骨盤矯正 / 血行促進とリラックスに効果があります。注意事項として、太もものトラブル、足首のトラブル、股関節のトラブルの時にこのポーズは行わないでください。
牛の顔のポーズ	牛の顔のポーズですね。難易度は中級です。ジャンルは座位です。腕 / お尻 / 股関節を使います。上腕三頭筋 / 臀筋にトレーニング効果があります。肩こりと疲労回復 / 呼吸機能UPとストレス解消に効果があります。注意事項として、首のトラブル、肩のトラブル、ひざのトラブルの時にこのポーズは行わないでください。
花輪のポーズ	花輪のポーズですね。難易度は初級です。ジャンルは座位です。背中 / 太もも / 股関節を使います。背筋 / 大腿四頭筋 / 腸腰筋にトレーニング効果があります。肩こり / 生理痛 / 婦人科系の不調と内臓の働き / 姿勢改善 / 骨盤底筋を鍛えると集中力に効果があります。注意事項として、背中のトラブル、ひざのトラブルの時にこのポーズは行わないでください。
鷺(サギ)のポーズ	鷺(サギ)のポーズですね。難易度は中級です。ジャンルは座位です。背中 / 太ももを使います。背筋 / ハムストリングスにトレーニング効果があります。脚のむくみと内臓の働き / 姿勢改善とアクティブに効果があります。注意事項として、ひざのトラブル、足首のトラブル、生理中の時にこのポーズは行わないでください。
マリーチのポーズ (別名: 賢者のねじりのポーズ)	マリーチのポーズ (別名: 賢者のねじりのポーズ)ですね。難易度は中級です。ジャンルは座位です。お尻 / 太もも / 股関節を使います。臀筋 / ハムストリングス / 腸腰筋にトレーニング効果があります。便秘と姿勢改善 / 内臓の働きとリフレッシュに効果があります。注意事項として、ひざのトラブル、背中のトラブル、妊娠中、生理中の時にこのポーズは行わないでください。
半分の魚の王様のポーズ (別名: 聖者マツィエンドラのポーズ、半分の聖者マツィエンドラのポーズ)	半分の魚の王様のポーズ (別名: 聖者マツィエンドラのポーズ、半分の聖者マツィエンドラのポーズ)ですね。難易度は中級です。ジャンルは座位 / ねじりです。背中 / お尻を使います。背筋 / 臀筋にトレーニング効果があります。腰痛 / 便秘と内臓の働きと集中力に効果があります。注意事項として、ひざのトラブル、背中のトラブル、足首のトラブル、妊娠中、生理中の時にこのポーズは行わないでください。
頭をひざにつけるポーズ (別名: ひざに頭をつけるポーズ、片脚を伸ばして前屈するポーズ)	頭をひざにつけるポーズ (別名: ひざに頭をつけるポーズ、片脚を伸ばして前屈するポーズ)ですね。難易度は初級です。ジャンルは座位です。太もも / 股関節を使います。大腿四頭筋 / ハムストリングス / 腸腰筋にトレーニング効果があります。冷えと内臓の働き / 血行促進とリラックスに効果があります。注意事項として、椎間板のトラブル、ひざのトラブル、太もものトラブルの時にこのポーズは行わないでください。
長座前屈のポーズ (別名: 座位の前屈、背中を伸ばすポーズ、両脚を伸ばして前屈するポーズ、西側を強く伸ばすポーズ)	長座前屈のポーズ (別名: 座位の前屈、背中を伸ばすポーズ、両脚を伸ばして前屈するポーズ、西側を強く伸ばすポーズ)ですね。難易度は中級です。ジャンルは座位です。太ももを使います。大腿四頭筋 / ハムストリングスにトレーニング効果があります。自律神経改善 / 快眠 / 内臓の働きとリラックスに効果があります。注意事項として、椎間板のトラブル、腰痛、太もものトラブル、坐骨神経痛の時にこのポーズは行わないでください。
半分の鳩のポーズ (別名: 片足のハトのポーズ、片足をかけたハトのポーズ、マーメイドのポーズ)	半分の鳩のポーズ (別名: 片足のハトのポーズ、片足をかけたハトのポーズ、マーメイドのポーズ)ですね。難易度は上級です。ジャンルは座位 / 後屈 / ねじりです。肩 / 股関節を使います。僧帽筋 / 腸腰筋にトレーニング効果があります。肩こり / 泌尿器系の不調と呼吸機能UP / 姿勢改善とリラックスに効果があります。注意事項として、股関節のトラブル、ひざのトラブル、足首のトラブルの時にこのポーズは行わないでください。
舟のポーズ	舟のポーズですね。難易度は上級です。ジャンルは座位です。お腹 / 太もも / 体幹を使います。腹筋 / 大腿四頭筋 / 体幹にトレーニング効果があります。便秘 / 腰痛と下半身強化 / バランス感覚と集中力に効果があります。注意事項として、腰痛、生理中、妊娠中の時にこのポーズは行わないでください。
チャイルドポーズ (別名: 子供のポーズ)	チャイルドポーズ (別名: 子供のポーズ)ですね。難易度は初級です。ジャンルは座位です。お腹 / 背中を使います。腹筋 / 背筋にトレーニング効果があります。肩こり / 腰痛と疲労回復とリラックスに効果があります。注意事項として、妊娠中の時にこのポーズは行わないでください。
猿神のポーズ (別名: 猿王のポーズ)	猿神のポーズ (別名: 猿王のポーズ)ですね。難易度は上級です。ジャンルは座位です。太もも / 股関節を使います。ハムストリングス / 腸腰筋にトレーニング効果があります。腰痛 / 脚のむくみと姿勢改善とリフレッシュに効果があります。注意事項として、股関節のトラブル、鼠径部のトラブルの時にこのポーズは行わないでください。
子宮の胎児のポーズ	子宮の胎児のポーズですね。難易度は上級です。ジャンルは座位です。腕 / 太ももを使います。大腿四頭筋 / ハムストリングス / 上腕二頭筋にトレーニング効果があります。内臓の働き / バランス感覚 / 呼吸機能UPとリラックスに効果があります。注意事項として、股関節のトラブル、妊娠中の時にこのポーズは行わないでください。
ラクダのポーズ	ラクダのポーズですね。難易度は中級です。ジャンルは膝位 / 後屈です。お尻 / 太ももを使います。臀筋 / ハムストリングスにトレーニング効果があります。姿勢改善 / バストアップ / 呼吸機能とストレス解消に効果があります。注意事項として、腰のトラブル、椎間板のトラブル、首のトラブルの時にこのポーズは行わないでください。
三日月のポーズ (別名: ローランジ)	三日月のポーズ (別名: ローランジ)ですね。難易度は初級です。ジャンルは膝位です。股関節 / 太ももを使います。腸腰筋 / ハムストリングスにトレーニング効果があります。婦人科系の不調 / 脚のむくみと疲労回復と集中力に効果があります。注意事項として、高血圧、腰のトラブル、ひざのトラブル、股関節のトラブルの時にこのポーズは行わないでください。
